@relation 'flight_data_new-weka.filters.unsupervised.attribute.Remove-R9-10,12-32,34-42-weka.filters.unsupervised.attribute.NumericToNominal-R8-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute DEP_DELAY numeric
@attribute TAXI_OUT numeric
@attribute TAXI_IN numeric
@attribute ACTUAL_ELAPSED_TIME numeric
@attribute DISTANCE numeric
@attribute WHEELS_OFF_elapse numeric
@attribute WHEELS_ON_elapse numeric
@attribute FLIGHT_STATUS {0,1}
@attribute OP_CARRIER_Delta_Airlines numeric
@attribute MONTH_Nov numeric

@data
3,14,13,125,692,14,13,0,1,0
40,11,6,207,1747,11,6,0,0,0
-4,13,7,57,164,13,7,0,0,1
-3,27,20,158,762,27,20,0,0,0
-3,25,8,222,1587,25,8,0,0,0
-6,21,11,77,259,21,11,0,1,0
8,11,6,135,907,11,6,0,1,0
-2,30,5,129,666,30,5,0,1,0
13,15,9,105,606,15,9,0,1,0
-12,21,10,95,404,21,10,0,1,0
-7,54,8,172,760,54,8,0,1,0
-6,10,6,124,821,10,6,0,1,0
0,20,5,196,1352,20,5,0,1,0
-2,15,6,141,907,15,6,0,1,0
-3,40,10,95,226,40,10,0,0,0
-5,13,8,75,356,13,8,0,1,0
-5,20,13,231,1747,20,13,0,1,0
-3,12,7,76,317,12,7,0,1,1
-5,12,11,83,377,12,11,0,0,0
1,32,13,76,147,32,13,0,0,0
9,28,7,146,760,28,7,0,1,0
-2,12,9,105,579,12,9,0,0,0
-5,12,9,104,581,12,9,0,1,1
8,20,7,77,271,20,7,0,1,0
-2,9,13,123,782,9,13,0,1,0
1,11,16,147,853,11,16,0,1,0
0,29,9,279,2182,29,9,0,1,0
-2,17,9,77,271,17,9,0,1,0
0,12,4,94,515,12,4,0,1,0
-8,29,9,129,669,29,9,0,1,0
-1,18,6,72,306,18,6,0,1,0
12,25,8,111,508,25,8,0,0,0
-2,19,14,132,731,19,14,0,1,0
-5,12,8,85,447,12,8,0,1,0
-5,13,6,61,250,13,6,0,1,0
-6,15,6,97,606,15,6,0,1,0
-1,9,5,80,484,9,5,0,1,0
-2,8,7,146,946,8,7,0,1,0
0,14,7,96,547,14,7,0,1,0
-2,11,4,160,859,11,4,0,1,0
-2,14,7,86,356,14,7,0,1,1
-5,37,27,173,762,37,27,0,0,0
-10,13,8,150,762,13,8,0,1,1
-1,11,6,61,226,11,6,0,1,0
-7,29,12,121,581,29,12,0,1,0
13,11,5,76,404,11,5,0,1,0
-10,22,11,95,366,22,11,0,1,0
-8,13,7,113,640,13,7,0,1,0
-3,6,7,102,481,6,7,0,0,1
-4,25,8,79,227,25,8,0,0,0
-2,7,13,51,147,7,13,0,0,0
2,25,8,116,606,25,8,0,1,1
-8,8,7,41,106,8,7,0,0,0
-1,14,10,167,946,14,10,0,0,0
-2,14,6,97,581,14,6,0,0,0
10,13,6,267,2182,13,6,0,1,0
-5,18,6,122,620,18,6,0,1,0
24,12,5,99,577,12,5,0,1,0
11,10,7,73,331,10,7,0,1,0
-3,20,8,54,151,20,8,0,1,0
-4,10,7,84,448,10,7,0,0,0
-3,16,9,86,356,16,9,0,0,0
5,8,11,117,696,8,11,0,1,0
-1,9,14,58,153,9,14,0,1,0
-6,34,7,74,152,34,7,0,0,0
-1,25,7,74,226,25,7,0,1,0
-9,14,8,138,859,14,8,0,1,0
-4,15,6,80,304,15,6,0,0,0
-2,23,5,98,447,23,5,0,0,0
-5,9,6,82,447,9,6,0,1,0
-2,14,11,93,448,14,11,0,0,0
-4,11,8,65,259,11,8,0,1,0
-3,8,11,130,765,8,11,0,0,0
-1,13,13,86,425,13,13,0,0,0
-2,20,9,90,356,20,9,0,0,1
-4,11,12,110,528,11,12,0,1,0
-6,9,9,87,406,9,9,0,1,0
-4,9,6,92,547,9,6,0,0,0
7,13,6,83,373,13,6,0,1,0
-1,19,15,136,731,19,15,0,0,0
-3,12,9,114,581,12,9,0,0,1
-3,14,10,65,214,14,10,0,1,0
3,6,9,104,696,6,9,0,0,0
-13,16,12,97,448,16,12,0,0,0
-8,12,8,130,640,12,8,0,1,0
-5,15,8,139,907,15,8,0,0,1
-6,16,4,162,1199,16,4,0,0,0
-7,12,4,73,404,12,4,0,1,0
-10,14,6,126,566,14,6,0,0,1
-3,10,5,111,674,10,5,0,1,0
-2,29,6,272,2139,29,6,0,1,0
-1,16,7,215,1587,16,7,0,0,1
-8,14,6,105,566,14,6,0,0,0
1,22,6,109,547,22,6,0,1,0
20,20,9,110,547,20,9,0,0,0
-1,10,10,111,696,10,10,0,0,0
-8,13,12,242,1547,13,12,0,0,1
-5,14,11,116,606,14,11,0,0,0
-6,10,10,94,551,10,10,0,0,0
-1,18,8,115,606,18,8,0,0,0
9,17,9,116,674,17,9,0,1,0
-1,12,7,69,332,12,7,0,1,0
-6,25,8,141,689,25,8,0,0,0
-9,18,5,73,332,18,5,0,1,0
-3,14,10,120,731,14,10,0,0,0
-1,21,8,124,534,21,8,0,0,1
-1,9,18,150,874,9,18,0,0,0
-5,9,7,56,227,9,7,0,0,0
-4,14,8,73,306,14,8,0,1,0
-3,17,13,90,425,17,13,0,1,0
-4,29,7,145,760,29,7,0,1,0
-2,10,6,262,2092,10,6,0,1,0
1,11,7,121,821,11,7,0,1,1
-7,40,9,107,404,40,9,0,1,0
6,19,11,117,606,19,11,0,0,0
-8,23,11,122,633,23,11,0,0,0
6,13,7,52,143,13,7,0,1,0
-6,14,5,155,1199,14,5,0,0,0
3,11,10,116,692,11,10,0,0,0
-5,19,5,74,332,19,5,0,1,0
-2,22,14,264,1892,22,14,0,1,0
12,24,12,77,214,24,12,0,1,0
-2,11,5,206,1590,11,5,0,1,0
-10,10,5,91,503,10,5,0,0,1
-1,13,10,125,813,13,10,0,1,0
-2,20,7,173,946,20,7,0,1,0
-5,18,10,72,270,18,10,0,1,0
-8,13,7,116,566,13,7,0,0,0
-3,9,6,204,1541,9,6,0,1,0
-5,9,16,185,946,9,16,0,0,0
-3,9,9,112,696,9,9,0,1,0
-9,23,7,69,152,23,7,0,0,0
-6,14,5,104,606,14,5,0,1,0
-4,11,6,54,214,11,6,0,1,0
0,17,7,151,762,17,7,0,1,0
-5,15,4,131,760,15,4,0,1,0
-7,10,17,102,432,10,17,0,1,0
0,27,7,173,946,27,7,0,1,0
-6,15,10,73,208,15,10,0,0,0
0,12,11,138,874,12,11,0,1,0
-7,16,8,232,1587,16,8,0,0,0
-2,15,10,54,143,15,10,0,0,0
0,13,6,71,332,13,6,0,1,0
-4,25,8,88,350,25,8,0,0,0
-4,8,6,80,432,8,6,0,0,0
2,23,8,279,2182,23,8,0,1,0
5,15,9,138,907,15,9,0,0,0
-10,15,8,124,774,15,8,0,0,0
-8,26,8,102,457,26,8,0,0,0
-5,13,10,71,302,13,10,0,0,0
-2,22,5,114,689,22,5,0,0,1
0,14,8,70,226,14,8,0,0,0
9,12,8,56,153,12,8,0,0,0
2,9,6,117,721,9,6,0,0,0
-3,9,6,132,907,9,6,0,1,0
0,21,11,70,226,21,11,0,0,0
-3,11,8,166,1199,11,8,0,0,0
-3,15,9,115,666,15,9,0,0,0
-5,8,8,119,813,8,8,0,0,0
-5,10,6,82,406,10,6,0,1,0
-5,12,4,123,746,12,4,0,1,0
-2,13,17,101,404,13,17,0,1,0
-3,10,7,67,341,10,7,0,1,0
-1,11,10,126,813,11,10,0,1,0
-6,12,5,103,547,12,5,0,0,0
-1,7,6,93,591,7,6,0,0,0
-3,11,12,113,545,11,12,0,1,1
15,10,5,86,377,10,5,0,0,0
0,13,4,250,2092,13,4,0,1,0
-2,17,10,114,731,17,10,0,0,0
7,16,8,242,1947,16,8,0,0,0
-6,14,7,113,689,14,7,0,0,0
1,12,5,140,762,12,5,0,1,0
0,12,9,119,731,12,9,0,0,0
-10,17,10,73,332,17,10,0,1,0
0,12,7,97,457,12,7,0,1,0
-3,21,9,73,214,21,9,0,1,0
0,11,7,64,271,11,7,0,1,0
0,12,8,76,317,12,8,0,1,0
-2,13,5,104,577,13,5,0,1,0
-3,24,5,105,581,24,5,0,0,0
-5,10,11,113,743,10,11,0,1,0
-2,11,8,52,147,11,8,0,0,0
-3,13,5,93,432,13,5,0,1,0
3,21,10,60,134,21,10,0,1,0
1,15,4,69,306,15,4,0,1,0
6,10,8,78,432,10,8,0,1,0
-2,32,4,62,106,32,4,0,0,0
-7,29,13,121,534,29,13,0,1,0
-2,16,12,222,1547,16,12,0,1,0
3,8,6,110,669,8,6,0,1,0
-3,17,9,120,689,17,9,0,0,0
-2,8,7,133,821,8,7,0,1,0
-3,11,6,119,645,11,6,0,1,0
3,18,9,109,554,18,9,0,1,0
13,9,7,116,712,9,7,0,1,0
-7,13,12,80,341,13,12,0,1,0
16,16,6,225,1590,16,6,0,1,0
-4,14,34,133,689,14,34,0,0,0
-6,15,13,121,674,15,13,0,1,0
-4,14,7,144,907,14,7,0,1,1
-5,11,8,112,692,11,8,0,0,1
-6,16,9,122,731,16,9,0,1,0
21,13,9,228,1947,13,9,0,0,0
-6,11,20,97,444,11,20,0,1,0
-2,14,9,102,444,14,9,0,1,0
0,25,13,129,689,25,13,0,0,0
-4,14,8,109,594,14,8,0,1,0
-3,12,7,127,746,12,7,0,1,0
9,8,8,124,669,8,8,0,1,0
5,11,7,255,2092,11,7,0,1,0
11,17,8,65,227,17,8,0,0,0
-2,14,27,84,223,14,27,0,1,0
-9,21,10,85,300,21,10,0,0,0
1,19,9,73,238,19,9,0,0,1
-1,20,8,68,226,20,8,0,1,0
2,16,18,138,760,16,18,0,1,0
-7,40,4,80,164,40,4,0,0,0
11,14,9,169,1027,14,9,0,1,0
-1,34,11,123,577,34,11,0,0,0
-8,12,10,102,581,12,10,0,0,0
-1,8,4,109,821,8,4,0,1,0
22,12,10,72,300,12,10,0,0,0
-2,13,18,259,1892,13,18,0,1,1
0,20,11,78,208,20,11,0,0,0
18,35,8,125,606,35,8,0,1,0
-7,29,4,103,481,29,4,0,1,0
-4,16,12,97,425,16,12,0,1,0
-5,14,4,119,746,14,4,0,0,0
9,19,6,212,1747,19,6,0,1,1
-5,16,7,67,259,16,7,0,1,0
-6,11,29,148,762,11,29,0,1,0
-2,16,13,257,1947,16,13,0,1,0
-7,8,6,93,581,8,6,0,1,0
-4,12,12,64,214,12,12,0,1,0
-3,16,13,129,731,16,13,0,1,0
-1,15,8,118,554,15,8,0,1,0
-3,9,8,105,577,9,8,0,1,0
-7,12,9,118,696,12,9,0,1,0
0,7,6,89,526,7,6,0,1,0
-3,42,7,151,606,42,7,0,1,0
-4,11,6,203,1587,11,6,0,1,0
9,12,6,51,153,12,6,0,1,0
1,24,12,91,352,24,12,0,1,0
-8,14,4,50,151,14,4,0,1,0
-6,24,6,92,432,24,6,0,1,0
21,12,5,104,591,12,5,0,0,0
-6,13,6,90,444,13,6,0,1,0
-1,9,6,157,1269,9,6,0,1,0
-6,8,8,121,782,8,8,0,1,0
2,10,5,99,526,10,5,0,0,1
-3,13,7,86,447,13,7,0,0,0
-7,7,5,56,241,7,5,0,0,0
-6,12,7,127,813,12,7,0,0,0
4,9,8,68,341,9,8,0,1,0
-6,15,7,67,250,15,7,0,1,0
11,14,7,159,1199,14,7,0,1,0
-8,15,10,68,271,15,10,0,1,0
2,7,6,77,425,7,6,0,0,0
19,8,5,81,481,8,5,0,0,0
-4,13,13,80,259,13,13,0,1,0
-1,15,6,169,946,15,6,0,1,0
12,11,9,119,731,11,9,0,0,0
-4,11,11,137,874,11,11,0,1,0
1,41,6,93,226,41,6,0,0,1
-7,23,8,104,404,23,8,0,1,0
0,11,12,277,2172,11,12,0,1,0
-3,12,6,63,259,12,6,0,1,0
-2,15,12,93,406,15,12,0,1,0
12,12,6,265,2116,12,6,0,1,0
2,10,12,105,669,10,12,0,1,1
3,10,10,134,813,10,10,0,1,0
-5,8,7,107,594,8,7,0,0,0
9,20,9,245,1947,20,9,0,0,0
-3,9,8,107,731,9,8,0,1,0
15,6,9,82,425,6,9,0,0,0
-3,11,10,93,457,11,10,0,1,0
-5,11,6,86,447,11,6,0,1,0
-10,25,5,119,606,25,5,0,0,0
0,10,8,98,304,10,8,0,0,0
-2,13,12,102,545,13,12,0,1,0
-7,17,5,63,240,17,5,0,1,0
-8,33,6,191,853,33,6,0,1,0
0,20,8,128,666,20,8,0,1,0
1,9,7,106,721,9,7,0,0,1
16,12,7,154,946,12,7,0,1,0
-1,7,5,47,153,7,5,0,0,0
-5,14,4,79,373,14,4,0,1,1
-4,10,8,114,696,10,8,0,1,0
16,12,13,76,341,12,13,0,1,1
-3,9,11,98,579,9,11,0,0,0
-6,12,7,124,669,12,7,0,1,0
-3,20,6,103,547,20,6,0,0,0
-4,12,5,141,859,12,5,0,1,1
-10,24,10,121,581,24,10,0,0,1
-6,24,4,65,170,24,4,0,0,0
-7,12,7,140,853,12,7,0,1,0
-2,30,4,240,1919,30,4,0,1,0
1,21,8,226,1747,21,8,0,1,0
-3,12,6,239,1892,12,6,0,1,0
9,9,6,48,153,9,6,0,0,0
2,18,4,92,481,18,4,0,1,0
1,32,6,163,760,32,6,0,1,1
-7,15,6,114,707,15,6,0,1,0
8,17,7,168,946,17,7,0,1,1
-5,17,9,168,1199,17,9,0,0,1
-6,14,5,94,457,14,5,0,1,0
14,14,5,95,526,14,5,0,0,0
15,30,10,284,2116,30,10,0,0,0
1,15,5,95,547,15,5,0,1,0
5,23,10,142,874,23,10,0,1,0
-7,42,5,151,666,42,5,0,0,0
-4,11,16,128,821,11,16,0,1,0
-9,12,11,115,640,12,11,0,1,0
-5,12,8,121,606,12,8,0,1,0
-5,16,24,112,404,16,24,0,0,0
-6,15,4,132,666,15,4,0,1,0
5,16,7,62,226,16,7,0,1,0
-9,24,6,98,399,24,6,0,0,0
-4,15,4,102,545,15,4,0,1,0
-6,11,8,70,321,11,8,0,1,0
-4,16,5,270,2182,16,5,0,1,0
-3,15,10,262,2139,15,10,0,1,0
-4,15,6,136,712,15,6,0,1,0
-7,21,8,107,547,21,8,0,1,0
-7,9,4,57,270,9,4,0,1,0
5,27,8,119,515,27,8,0,0,0
0,17,11,233,1747,17,11,0,1,1
-4,13,16,113,633,13,16,0,0,0
4,10,7,97,526,10,7,0,1,0
-6,10,9,95,526,10,9,0,1,0
0,24,5,164,946,24,5,0,1,0
-4,11,5,46,151,11,5,0,1,0
-5,9,6,114,707,9,6,0,1,0
-4,15,10,120,689,15,10,0,0,0
-7,24,11,88,341,24,11,0,1,0
-3,10,6,73,356,10,6,0,0,0
-5,13,13,145,874,13,13,0,1,0
-2,7,8,159,946,7,8,0,0,0
-7,8,9,131,813,8,9,0,0,0
-10,15,9,103,433,15,9,0,0,0
-6,13,10,91,406,13,10,0,1,1
-2,29,8,82,238,29,8,0,0,0
-1,12,5,96,547,12,5,0,0,0
-7,11,5,92,528,11,5,0,1,0
-2,11,5,91,432,11,5,0,1,0
-3,22,9,100,404,22,9,0,1,0
-5,15,8,122,746,15,8,0,0,0
-1,16,12,123,606,16,12,0,0,0
-6,15,9,88,331,15,9,0,0,0
-5,30,8,114,579,30,8,0,0,1
-7,12,6,96,515,12,6,0,1,0
2,12,8,115,731,12,8,0,1,0
-6,15,12,211,1587,15,12,0,0,0
0,11,5,75,270,11,5,0,1,0
-3,12,8,136,696,12,8,0,1,0
-1,10,6,106,554,10,6,0,1,1
-1,15,10,96,448,15,10,0,0,0
-3,11,8,115,712,11,8,0,1,0
-2,13,17,82,332,13,17,0,1,0
-6,25,7,86,321,25,7,0,1,0
0,11,5,106,620,11,5,0,1,0
-1,10,9,101,577,10,9,0,0,0
2,19,8,291,2182,19,8,0,1,0
-9,18,8,59,153,18,8,0,1,0
-4,17,15,77,250,17,15,0,1,0
-6,27,14,153,762,27,14,0,0,0
13,12,7,226,1947,12,7,0,0,0
5,10,4,50,134,10,4,0,1,0
0,8,8,99,577,8,8,0,0,0
-5,18,5,67,226,18,5,0,1,0
-7,18,16,120,731,18,16,0,0,1
7,17,6,110,606,17,6,0,0,0
-16,11,15,125,765,11,15,0,0,0
-2,9,5,83,432,9,5,0,0,1
14,10,6,82,448,10,6,0,0,0
-5,13,7,101,577,13,7,0,0,0
-6,6,4,106,696,6,4,0,0,0
-4,13,7,61,227,13,7,0,0,0
-1,11,7,109,689,11,7,0,0,0
15,18,9,197,1541,18,9,0,1,0
-5,15,6,134,746,15,6,0,1,0
-3,11,11,126,696,11,11,0,0,0
0,10,12,122,813,10,12,0,1,0
-4,16,10,100,442,16,10,0,1,0
1,16,8,104,545,16,8,0,1,0
-2,14,8,86,404,14,8,0,1,0
-2,13,6,102,516,13,6,0,1,0
-2,14,10,89,406,14,10,0,1,0
-6,10,5,69,300,10,5,0,0,0
-4,18,10,121,606,18,10,0,1,0
-4,14,9,110,689,14,9,0,0,1
-5,11,13,65,259,11,13,0,1,0
-4,15,9,168,1199,15,9,0,1,0
-8,12,7,129,780,12,7,0,0,0
2,15,8,79,304,15,8,0,1,1
-5,11,5,54,151,11,5,0,1,0
-3,12,11,124,581,12,11,0,1,0
7,8,8,52,152,8,8,0,1,0
-9,13,8,148,903,13,8,0,1,0
-7,18,10,73,271,18,10,0,1,0
-8,14,7,52,143,14,7,0,0,0
4,13,11,129,666,13,11,0,0,0
-2,16,6,184,1541,16,6,0,1,0
-7,8,6,108,696,8,6,0,1,0
-2,15,10,123,731,15,10,0,1,0
-6,12,8,163,952,12,8,0,1,0
-9,16,12,89,425,16,12,0,1,0
21,10,5,57,270,10,5,0,1,1
-4,13,7,157,1184,13,7,0,1,0
-6,22,5,148,946,22,5,0,1,0
2,16,8,105,526,16,8,0,1,0
12,20,7,112,606,20,7,0,1,0
-4,8,7,111,640,8,7,0,1,0
-2,8,5,111,577,8,5,0,1,1
-13,30,7,139,762,30,7,0,1,0
1,13,4,112,666,13,4,0,1,0
-1,29,14,101,425,29,14,0,1,0
-6,12,7,102,589,12,7,0,0,0
-1,21,5,85,350,21,5,0,0,0
11,13,4,107,581,13,4,0,1,1
-4,10,6,86,484,10,6,0,1,0
-1,20,10,130,731,20,10,0,0,0
-4,18,5,109,606,18,5,0,0,0
15,13,8,242,1947,13,8,0,1,0
6,17,8,127,689,17,8,0,1,1
-4,35,6,77,134,35,6,0,1,1
11,12,7,89,406,12,7,0,1,0
10,11,23,98,457,11,23,0,0,0
-7,10,4,72,366,10,4,0,1,0
-6,13,5,94,444,13,5,0,1,0
-4,15,10,90,356,15,10,0,1,0
10,9,8,94,481,9,8,0,0,0
-3,14,16,75,259,14,16,0,1,0
-2,15,20,100,404,15,20,0,1,0
1,15,4,264,2092,15,4,0,1,0
-5,12,10,203,1269,12,10,0,1,0
-6,29,6,59,106,29,6,0,0,0
-2,9,8,98,554,9,8,0,0,0
3,9,7,108,731,9,7,0,1,0
-8,8,7,88,442,8,7,0,1,0
-5,11,14,127,813,11,14,0,0,1
3,13,8,86,448,13,8,0,0,0
-4,20,20,192,946,20,20,0,1,0
-4,13,8,110,692,13,8,0,1,0
-10,16,8,135,762,16,8,0,0,0
-3,27,6,80,226,27,6,0,1,1
-6,31,12,116,442,31,12,0,1,0
-4,14,10,91,331,14,10,0,0,0
-3,20,6,115,692,20,6,0,0,1
-2,10,4,53,214,10,4,0,1,0
-1,10,6,129,765,10,6,0,1,0
-12,17,6,86,448,17,6,0,0,0
-3,17,7,103,547,17,7,0,0,0
-3,12,5,88,432,12,5,0,1,1
-7,16,7,64,270,16,7,0,1,0
-6,26,9,111,481,26,9,0,1,0
-3,14,5,148,907,14,5,0,1,0
-3,11,5,70,350,11,5,0,1,0
-6,22,9,258,1947,22,9,0,1,0
7,24,8,161,760,24,8,0,1,1
0,12,6,104,689,12,6,0,0,0
4,18,8,186,1282,18,8,0,1,0
-4,28,8,117,577,28,8,0,1,0
-6,16,12,123,551,16,12,0,0,0
-15,11,7,115,547,11,7,0,1,1
-4,10,5,111,712,10,5,0,1,0
-6,24,7,101,432,24,7,0,1,0
-1,14,9,97,545,14,9,0,1,0
0,12,5,94,373,12,5,0,1,1
-6,21,7,74,271,21,7,0,1,0
-3,18,10,149,946,18,10,0,1,0
4,15,8,80,356,15,8,0,1,0
-7,13,20,115,551,13,20,0,0,0
-1,34,4,81,226,34,4,0,0,0
-9,16,7,75,300,16,7,0,0,1
-3,12,5,95,481,12,5,0,1,1
-6,8,8,115,696,8,8,0,1,0
-6,11,9,121,640,11,9,0,1,0
-7,10,5,117,761,10,5,0,1,0
-3,18,8,226,1590,18,8,0,1,0
-4,14,10,133,765,14,10,0,1,0
-10,23,12,135,774,23,12,0,0,0
0,18,7,103,503,18,7,0,0,0
-10,8,7,93,554,8,7,0,1,0
-12,18,10,98,448,18,10,0,0,0
-1,9,19,137,707,9,19,0,1,0
-6,25,7,91,259,25,7,0,1,0
-10,23,14,72,170,23,14,0,0,0
1,11,8,104,508,11,8,0,0,0
-4,29,9,297,2139,29,9,0,0,0
3,10,10,108,554,10,10,0,1,0
-2,39,7,229,1590,39,7,0,1,0
0,18,10,108,594,18,10,0,0,0
-6,18,13,92,448,18,13,0,0,0
-5,13,6,132,714,13,6,0,1,0
0,13,4,249,2116,13,4,0,1,0
-1,12,9,67,164,12,9,0,0,1
-7,11,9,217,1747,11,9,0,1,0
-8,19,8,141,746,19,8,0,1,0
-18,13,5,93,551,13,5,0,0,1
9,14,7,116,731,14,7,0,1,0
1,10,11,114,692,10,11,0,1,0
-2,22,11,102,448,22,11,0,0,0
-1,10,23,106,516,10,23,0,1,0
-4,10,4,121,692,10,4,0,0,0
-1,20,5,292,2130,20,5,0,0,0
-6,12,6,93,534,12,6,0,0,0
-13,11,11,124,669,11,11,0,1,1
-8,22,4,84,321,22,4,0,1,0
-4,10,21,129,669,10,21,0,1,0
0,12,8,78,341,12,8,0,1,0
-5,11,7,147,946,11,7,0,1,0
-6,10,5,58,259,10,5,0,1,0
-1,12,11,239,1947,12,11,0,1,0
-8,19,8,59,143,19,8,0,0,0
4,33,7,109,432,33,7,0,1,0
5,10,13,116,721,10,13,0,0,1
-5,19,10,109,442,19,10,0,1,0
-9,28,9,83,270,28,9,0,1,0
-6,18,6,64,214,18,6,0,1,0
-2,23,10,266,1947,23,10,0,0,0
-6,17,7,102,442,17,7,0,1,0
-7,13,6,106,515,13,6,0,1,0
0,25,4,75,270,25,4,0,1,0
-2,46,9,83,106,46,9,1,0,0
34,11,9,74,356,11,9,1,1,0
19,27,18,182,1199,27,18,1,0,0
24,10,13,129,813,10,13,1,0,0
18,74,8,151,404,74,8,1,1,0
38,13,10,170,1199,13,10,1,0,0
259,21,13,88,341,21,13,1,1,1
-5,38,12,100,259,38,12,1,1,0
78,19,16,131,692,19,16,1,0,0
65,16,11,79,302,16,11,1,0,0
75,13,11,90,432,13,11,1,1,0
7,8,9,164,554,8,9,1,0,0
153,8,7,115,707,8,7,1,1,0
5,21,12,105,356,21,12,1,0,1
12,41,7,124,481,41,7,1,0,0
58,11,12,62,145,11,12,1,0,1
45,15,7,85,331,15,7,1,0,0
46,11,9,88,432,11,9,1,1,0
4,30,10,135,577,30,10,1,0,0
-2,36,6,181,946,36,6,1,1,0
121,9,5,138,874,9,5,1,1,0
0,52,5,102,214,52,5,1,1,0
50,14,5,111,689,14,5,1,1,0
40,10,8,60,214,10,8,1,1,0
5,48,8,112,226,48,8,1,1,0
42,13,8,86,447,13,8,1,1,0
-11,35,11,119,259,35,11,1,1,0
18,17,11,67,214,17,11,1,1,0
66,19,5,121,565,19,5,1,0,0
54,11,7,153,1199,11,7,1,0,0
35,8,7,100,577,8,7,1,0,0
15,15,6,216,1590,15,6,1,1,0
91,15,10,87,406,15,10,1,1,0
185,11,5,47,151,11,5,1,1,0
485,7,13,120,761,7,13,1,1,0
9,60,7,172,760,60,7,1,1,0
37,10,14,85,425,10,14,1,0,0
-7,30,7,116,432,30,7,1,0,0
13,57,12,158,689,57,12,1,0,1
25,16,7,80,300,16,7,1,0,0
49,71,12,131,241,71,12,1,0,1
-7,16,6,161,712,16,6,1,1,1
-4,35,15,129,500,35,15,1,0,0
29,12,18,98,404,12,18,1,0,0
29,22,8,256,1947,22,8,1,0,0
-7,40,10,120,357,40,10,1,0,0
66,13,5,105,547,13,5,1,1,0
55,26,12,81,226,26,12,1,0,0
145,15,5,48,106,15,5,1,0,0
115,15,9,80,152,15,9,1,0,0
71,9,28,144,696,9,28,1,0,0
249,25,4,146,731,25,4,1,1,0
194,16,8,71,223,16,8,1,0,0
20,11,15,124,731,11,15,1,0,0
105,16,5,104,594,16,5,1,1,0
54,14,10,152,946,14,10,1,0,0
44,11,4,80,406,11,4,1,0,0
34,16,6,265,2116,16,6,1,0,0
59,20,9,73,250,20,9,1,1,0
65,44,7,275,2139,44,7,1,1,0
88,16,15,64,164,16,15,1,0,0
73,11,13,54,134,11,13,1,1,0
87,17,9,117,707,17,9,1,1,0
12,22,12,91,425,22,12,1,1,0
27,12,9,105,591,12,9,1,0,0
216,114,11,172,306,114,11,1,1,0
32,6,15,218,1587,6,15,1,0,0
-4,45,5,144,566,45,5,1,0,1
11,33,7,111,484,33,7,1,0,0
1,45,13,140,551,45,13,1,0,1
112,15,15,106,503,15,15,1,0,0
20,35,6,324,2182,35,6,1,1,0
15,21,15,133,689,21,15,1,1,0
53,36,5,152,762,36,5,1,0,0
5,24,10,103,404,24,10,1,0,0
194,21,12,123,545,21,12,1,1,1
51,18,6,119,731,18,6,1,1,0
43,13,8,127,782,13,8,1,1,0
26,37,11,85,134,37,11,1,1,1
69,42,7,167,746,42,7,1,0,0
0,80,12,277,1590,80,12,1,1,1
49,31,7,143,547,31,7,1,0,1
16,30,5,117,500,30,5,1,0,0
435,33,7,86,240,33,7,1,1,0
158,17,7,61,164,17,7,1,0,0
31,23,9,150,746,23,9,1,1,0
27,16,6,167,946,16,6,1,1,1
15,9,9,102,579,9,9,1,0,1
65,12,4,118,689,12,4,1,0,0
0,17,13,252,1590,17,13,1,1,0
-6,29,11,197,946,29,11,1,0,0
54,15,3,89,589,15,3,1,0,0
21,21,9,115,606,21,9,1,0,0
-2,11,11,92,332,11,11,1,1,0
3,41,5,117,447,41,5,1,1,1
25,10,14,62,134,10,14,1,1,1
101,9,20,66,192,9,20,1,0,0
-5,61,11,171,760,61,11,1,0,0
29,52,10,90,134,52,10,1,1,0
33,14,6,50,106,14,6,1,0,0
151,12,10,54,153,12,10,1,0,0
153,14,10,89,404,14,10,1,1,0
26,22,5,121,528,22,5,1,1,0
48,20,5,188,946,20,5,1,1,0
81,33,71,277,946,33,71,1,0,0
29,13,5,52,106,13,5,1,1,1
37,9,9,80,331,9,9,1,0,0
34,33,5,155,762,33,5,1,0,0
58,12,6,58,214,12,6,1,0,0
18,16,34,93,147,16,34,1,0,0
-1,16,5,139,554,16,5,1,1,1
257,16,5,137,746,16,5,1,1,0
32,30,13,138,547,30,13,1,1,0
26,8,7,88,447,8,7,1,1,0
23,12,11,90,406,12,11,1,0,0
-3,34,10,128,545,34,10,1,1,0
5,17,13,150,579,17,13,1,0,0
22,8,6,115,721,8,6,1,0,0
18,62,7,222,1199,62,7,1,0,0
87,13,10,150,946,13,10,1,1,0
3,31,7,308,2182,31,7,1,1,0
-2,26,9,186,907,26,9,1,1,0
-1,29,13,84,223,29,13,1,1,0
149,22,17,121,594,22,17,1,0,0
37,17,25,149,666,17,25,1,1,0
-4,20,13,194,946,20,13,1,0,0
-6,18,45,162,689,18,45,1,1,0
193,12,10,108,594,12,10,1,0,0
109,25,12,117,547,25,12,1,0,0
126,32,6,100,304,32,6,1,1,1
8,36,6,167,760,36,6,1,0,0
-7,107,6,224,762,107,6,1,0,0
59,18,12,114,581,18,12,1,0,0
41,8,3,43,106,8,3,1,1,0
