@relation 'flight_data_new-weka.filters.unsupervised.attribute.Remove-R9-10,12-32,34-42-weka.filters.unsupervised.attribute.NumericToNominal-R8-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute DEP_DELAY numeric
@attribute TAXI_OUT numeric
@attribute TAXI_IN numeric
@attribute ACTUAL_ELAPSED_TIME numeric
@attribute DISTANCE numeric
@attribute WHEELS_OFF_elapse numeric
@attribute WHEELS_ON_elapse numeric
@attribute FLIGHT_STATUS {0,1}
@attribute OP_CARRIER_Delta_Airlines numeric
@attribute MONTH_Nov numeric

@data
-2,24,9,116,547,24,9,0,0,0
-8,20,10,118,594,20,10,0,0,0
-5,32,10,84,240,32,10,0,1,0
-7,13,13,216,1747,13,13,0,1,0
-2,10,6,88,432,10,6,0,1,1
-3,13,11,68,270,13,11,0,1,0
-7,14,7,78,366,14,7,0,1,0
-6,11,33,125,545,11,33,0,1,0
-7,12,9,107,545,12,9,0,1,0
-3,5,6,106,646,5,6,0,1,0
0,10,5,72,321,10,5,0,1,0
4,26,8,242,1919,26,8,0,1,1
-9,13,7,174,1184,13,7,0,0,0
-3,16,13,141,666,16,13,0,0,1
-4,22,10,270,2182,22,10,0,1,1
-1,11,4,143,859,11,4,0,1,0
-8,11,9,63,270,11,9,0,1,0
-5,6,11,94,551,6,11,0,0,0
8,21,6,66,214,21,6,0,1,0
-7,19,7,115,606,19,7,0,1,1
5,12,6,75,331,12,6,0,0,0
-3,18,10,104,503,18,10,0,0,0
16,7,9,84,484,7,9,0,1,0
6,11,8,92,533,11,8,0,0,0
-1,9,11,70,302,9,11,0,0,0
11,8,5,111,731,8,5,0,0,1
18,9,7,81,404,9,7,0,0,1
-4,9,10,114,721,9,10,0,0,0
-5,10,5,74,373,10,5,0,1,0
11,21,5,106,577,21,5,0,0,0
-8,11,21,140,679,11,21,0,0,0
-6,20,8,109,526,20,8,0,1,0
-7,11,24,105,484,11,24,0,1,0
-5,14,7,78,377,14,7,0,0,0
2,11,11,76,425,11,11,0,1,1
23,17,7,201,1590,17,7,0,1,0
-10,16,7,98,547,16,7,0,0,0
-7,36,8,126,481,36,8,0,1,0
-3,12,5,111,692,12,5,0,1,0
-3,13,6,109,594,13,6,0,1,0
-8,11,9,85,432,11,9,0,1,0
-4,13,10,84,404,13,10,0,0,0
3,16,10,94,373,16,10,0,1,1
-4,11,7,134,907,11,7,0,1,0
3,20,12,114,594,20,12,0,1,0
-2,16,12,90,404,16,12,0,1,0
-9,12,16,107,551,12,16,0,0,0
0,10,7,119,689,10,7,0,1,0
0,19,10,100,432,19,10,0,0,1
-2,27,4,64,153,27,4,0,1,1
-3,12,7,80,363,12,7,0,0,0
-5,15,9,66,214,15,9,0,1,0
4,16,8,112,606,16,8,0,1,0
-4,31,11,176,853,31,11,0,1,0
-6,14,8,107,581,14,8,0,0,0
1,19,8,251,1947,19,8,0,0,0
-2,16,9,114,666,16,9,0,0,0
-4,10,4,65,331,10,4,0,1,0
-9,12,5,110,606,12,5,0,1,0
-10,13,7,111,591,13,7,0,1,0
-1,10,8,140,859,10,8,0,1,0
-3,10,6,99,515,10,6,0,1,0
-1,9,7,93,526,9,7,0,1,0
-2,19,5,61,192,19,5,0,0,0
4,16,7,137,762,16,7,0,0,0
8,9,6,96,484,9,6,0,1,0
0,12,6,85,304,12,6,0,0,0
-6,15,8,134,762,15,8,0,0,0
-2,27,6,71,192,27,6,0,1,0
-10,13,5,73,352,13,5,0,0,0
-3,15,7,75,332,15,7,0,1,0
10,8,25,92,331,8,25,0,0,0
-5,16,7,101,545,16,7,0,1,0
-9,22,5,83,350,22,5,0,0,0
-8,12,13,91,304,12,13,0,1,0
-8,8,9,73,331,8,9,0,0,0
-4,14,6,86,404,14,6,0,0,0
-1,14,8,87,406,14,8,0,1,0
-4,8,4,106,692,8,4,0,1,0
-4,14,9,111,508,14,9,0,0,0
-4,32,5,271,1892,32,5,0,1,0
-6,10,17,121,516,10,17,0,1,0
-6,15,4,83,404,15,4,0,1,0
-8,12,5,103,547,12,5,0,0,1
-5,16,4,77,306,16,4,0,1,0
-2,39,12,299,2139,39,12,0,1,0
2,10,5,120,696,10,5,0,1,0
2,14,8,87,406,14,8,0,1,0
-8,13,11,68,270,13,11,0,1,0
21,12,10,69,332,12,10,0,1,0
-4,22,8,114,589,22,8,0,1,0
-5,28,10,131,594,28,10,0,1,0
-10,13,10,60,145,13,10,0,0,0
-7,16,9,79,317,16,9,0,1,0
-1,13,10,191,1587,13,10,0,1,1
-3,12,6,103,692,12,6,0,1,0
-7,13,8,84,432,13,8,0,1,0
3,25,5,72,226,25,5,0,0,0
-3,16,15,161,859,16,15,0,1,0
-1,43,7,168,762,43,7,0,1,1
10,15,6,273,2182,15,6,0,1,0
0,4,14,78,271,4,14,0,1,0
-4,26,6,75,227,26,6,0,0,0
-8,10,6,94,447,10,6,0,1,0
-6,11,7,67,341,11,7,0,1,0
2,18,10,60,153,18,10,0,0,0
-3,25,7,67,106,25,7,0,0,0
-6,14,8,62,240,14,8,0,1,0
-9,13,12,126,762,13,12,0,0,0
-6,16,16,77,271,16,16,0,1,0
-4,21,4,101,373,21,4,0,1,0
-13,16,11,108,503,16,11,0,0,0
-4,14,9,85,331,14,9,0,1,0
-8,10,6,86,432,10,6,0,1,0
-5,15,6,127,594,15,6,0,0,1
-3,23,12,157,762,23,12,0,0,0
9,22,4,67,226,22,4,0,0,0
-3,8,9,93,515,8,9,0,1,0
0,14,5,107,594,14,5,0,1,0
-4,11,12,105,545,11,12,0,1,0
-9,9,5,102,516,9,5,0,1,0
-5,10,5,129,907,10,5,0,1,0
-5,12,9,77,317,12,9,0,1,1
30,10,6,98,581,10,6,0,0,0
8,14,7,90,399,14,7,0,0,0
-2,13,5,105,508,13,5,0,1,1
-5,30,20,75,106,30,20,0,0,0
-5,15,13,80,300,15,13,0,0,0
0,9,17,76,259,9,17,0,1,0
-5,11,4,98,577,11,4,0,1,0
-4,12,5,200,1587,12,5,0,1,0
-8,17,6,115,674,17,6,0,1,0
-2,17,6,99,534,17,6,0,0,0
2,10,7,89,481,10,7,0,1,0
-7,13,13,115,545,13,13,0,1,0
-2,15,6,77,356,15,6,0,1,0
-5,11,8,100,577,11,8,0,0,0
-3,26,7,81,332,26,7,0,1,0
-7,23,4,72,241,23,4,0,0,0
-4,19,9,93,404,19,9,0,0,0
-5,17,5,104,565,17,5,0,0,0
-1,21,8,128,731,21,8,0,0,0
-5,12,14,109,551,12,14,0,0,0
-6,10,11,96,545,10,11,0,1,1
-2,12,10,104,534,12,10,0,1,0
-14,17,10,89,377,17,10,0,0,0
18,15,7,91,357,15,7,0,0,0
-6,15,9,106,581,15,9,0,0,0
7,12,9,122,731,12,9,0,1,0
2,10,4,142,946,10,4,0,1,0
9,37,5,68,106,37,5,0,0,0
-3,9,5,48,153,9,5,0,0,0
-4,9,8,226,1747,9,8,0,0,0
-7,18,12,121,689,18,12,0,0,0
-5,15,6,215,1590,15,6,0,1,0
-3,18,10,106,581,18,10,0,0,0
3,12,8,229,1747,12,8,0,1,0
-4,16,7,92,432,16,7,0,1,0
-7,25,7,99,404,25,7,0,1,0
-10,9,5,90,528,9,5,0,1,0
11,12,5,103,594,12,5,0,1,0
-2,19,8,95,448,19,8,0,0,0
-2,21,5,61,164,21,5,0,0,0
-1,13,6,144,874,13,6,0,1,0
1,26,5,76,250,26,5,0,1,0
-8,12,26,94,341,12,26,0,1,0
-2,8,8,193,1747,8,8,0,0,1
-5,13,6,89,432,13,6,0,1,0
-4,12,11,230,1747,12,11,0,0,0
-3,12,7,59,250,12,7,0,1,0
-6,11,8,84,484,11,8,0,0,1
0,12,5,151,1199,12,5,0,1,0
-3,13,7,104,594,13,7,0,1,0
-2,15,9,110,594,15,9,0,0,0
16,17,6,109,606,17,6,0,1,0
-1,11,10,72,302,11,10,0,0,0
-3,7,6,137,907,7,6,0,0,0
24,12,7,100,577,12,7,0,1,0
-11,20,5,108,581,20,5,0,1,0
-6,8,3,88,515,8,3,0,0,0
-6,15,5,80,306,15,5,0,1,0
-1,10,6,91,526,10,6,0,1,0
-6,17,10,134,666,17,10,0,1,1
-5,36,10,89,214,36,10,0,1,0
-5,20,9,111,581,20,9,0,0,0
-8,31,10,73,147,31,10,0,0,0
-4,9,6,101,554,9,6,0,1,0
-4,30,8,107,332,30,8,0,1,0
-5,18,4,63,164,18,4,0,0,0
-3,8,7,70,321,8,7,0,1,0
-7,17,9,123,674,17,9,0,1,1
-8,24,7,131,746,24,7,0,0,0
-2,10,8,97,554,10,8,0,0,0
-3,15,8,106,594,15,8,0,1,0
-1,20,14,115,581,20,14,0,1,0
-6,12,4,90,547,12,4,0,1,0
-1,13,6,217,1947,13,6,0,1,0
-2,13,10,98,515,13,10,0,1,0
-5,11,7,71,306,11,7,0,1,0
-8,19,8,86,356,19,8,0,1,0
-3,10,6,97,526,10,6,0,1,0
0,9,4,87,526,9,4,0,1,0
-8,36,8,118,444,36,8,0,1,0
-13,14,11,100,500,14,11,0,0,0
-1,9,7,250,2092,9,7,0,1,0
-2,10,8,272,2130,10,8,0,0,0
-3,15,8,119,594,15,8,0,1,0
-7,15,16,244,1747,15,16,0,0,0
-5,16,7,74,271,16,7,0,1,0
-1,12,7,72,356,12,7,0,1,0
-3,15,5,142,907,15,5,0,1,0
-4,17,3,77,321,17,3,0,1,0
-6,15,7,94,526,15,7,0,1,0
1,26,9,98,404,26,9,0,1,0
-5,13,9,99,533,13,9,0,0,0
-5,9,8,95,447,9,8,0,1,0
-5,14,5,131,692,14,5,0,1,1
0,12,7,98,515,12,7,0,1,0
-3,19,8,72,238,19,8,0,0,0
0,14,9,90,406,14,9,0,0,0
-5,20,6,239,1947,20,6,0,1,0
14,10,9,84,448,10,9,0,0,0
-6,12,4,72,300,12,4,0,0,0
-1,31,10,147,666,31,10,0,0,0
-6,19,11,143,874,19,11,0,1,0
2,12,6,98,547,12,6,0,0,0
-7,13,16,107,516,13,16,0,1,0
-3,16,12,109,581,16,12,0,0,0
11,14,24,134,696,14,24,0,1,0
-7,14,9,125,731,14,9,0,0,0
-4,10,11,69,214,10,11,0,1,0
-2,25,8,115,581,25,8,0,0,0
-3,9,10,112,689,9,10,0,1,0
-1,23,7,246,1947,23,7,0,0,0
10,17,12,111,591,17,12,0,1,1
11,20,7,123,721,20,7,0,1,0
-1,15,5,52,147,15,5,0,0,0
-3,17,12,115,547,17,12,0,1,0
-5,16,16,76,259,16,16,0,1,0
-1,11,8,134,907,11,8,0,1,0
-4,24,14,90,192,24,14,0,1,0
-8,23,5,62,152,23,5,0,0,0
0,23,7,528,4502,23,7,0,1,0
-2,22,6,116,547,22,6,0,1,0
-7,16,7,286,2139,16,7,0,1,0
-5,14,5,70,259,14,5,0,1,0
-7,38,5,146,666,38,5,0,1,0
-6,10,20,120,696,10,20,0,1,0
-7,13,6,95,533,13,6,0,0,0
-3,21,3,133,762,21,3,0,1,0
-3,12,11,168,1282,12,11,0,1,1
-6,12,11,78,357,12,11,0,0,0
-7,11,7,142,707,11,7,0,1,0
-6,16,4,83,432,16,4,0,1,0
-7,14,8,73,300,14,8,0,1,0
-3,28,17,164,762,28,17,0,1,0
29,15,11,113,581,15,11,0,1,0
-2,18,13,124,666,18,13,0,1,0
-7,12,10,71,270,12,10,0,1,0
-4,12,11,56,134,12,11,0,1,0
-14,12,7,100,503,12,7,0,0,1
3,20,7,142,762,20,7,0,1,0
-5,17,5,109,594,17,5,0,1,0
-3,15,8,65,214,15,8,0,1,1
-7,13,6,76,357,13,6,0,0,0
-3,11,10,187,1541,11,10,0,1,0
4,14,9,113,581,14,9,0,1,0
-2,14,8,93,444,14,8,0,1,0
-2,12,4,83,432,12,4,0,1,0
-3,13,6,129,813,13,6,0,1,0
-8,13,15,107,516,13,15,0,1,0
-6,17,9,76,259,17,9,0,1,1
31,13,8,256,2139,13,8,0,1,0
-7,16,8,71,259,16,8,0,1,0
-7,13,8,93,528,13,8,0,0,0
-1,11,6,184,1541,11,6,0,1,1
-5,6,8,99,692,6,8,0,0,0
-1,13,6,97,581,13,6,0,0,0
-5,21,9,65,164,21,9,0,0,0
-10,24,10,71,238,24,10,0,0,0
-5,12,8,91,484,12,8,0,0,0
0,9,6,133,907,9,6,0,1,0
0,9,6,108,696,9,6,0,0,0
14,12,9,116,731,12,9,0,1,1
19,24,8,112,581,24,8,0,1,0
-5,13,8,54,153,13,8,0,0,0
-6,16,7,94,448,16,7,0,0,0
-3,10,8,121,731,10,8,0,1,0
-8,12,8,102,515,12,8,0,1,1
7,15,7,63,145,15,7,0,0,0
-1,16,9,81,350,16,9,0,1,0
-6,8,29,122,692,8,29,0,0,0
-2,11,6,99,534,11,6,0,0,0
0,15,10,132,565,15,10,0,0,0
-2,12,10,102,581,12,10,0,1,0
-4,10,6,233,1547,10,6,0,1,0
-4,17,7,100,481,17,7,0,1,0
3,15,6,104,581,15,6,0,1,0
7,14,5,148,903,14,5,0,1,0
-5,30,4,145,760,30,4,0,1,1
-3,10,10,66,240,10,10,0,1,0
-5,13,12,107,433,13,12,0,0,0
-9,19,8,134,640,19,8,0,1,0
-1,15,4,88,481,15,4,0,1,0
-4,34,7,73,153,34,7,0,1,0
-1,24,7,259,1892,24,7,0,1,0
-3,17,8,94,425,17,8,0,1,1
5,11,7,127,666,11,7,0,1,1
-2,14,14,106,581,14,14,0,0,0
13,11,6,114,712,11,6,0,1,0
-3,11,11,99,444,11,11,0,1,1
-1,10,5,93,547,10,5,0,1,0
-7,24,10,71,192,24,10,0,1,0
-6,44,9,196,946,44,9,0,0,0
12,14,8,166,1282,14,8,0,1,0
-6,13,6,113,669,13,6,0,0,0
-4,22,12,78,271,22,12,0,1,0
-3,14,6,89,481,14,6,0,1,0
4,11,7,108,669,11,7,0,1,0
-4,11,6,108,508,11,6,0,0,1
-7,19,6,94,399,19,6,0,0,0
0,19,8,214,1590,19,8,0,1,0
2,11,6,77,425,11,6,0,1,0
-7,14,10,52,143,14,10,0,0,0
-5,11,5,99,545,11,5,0,0,0
8,12,7,157,961,12,7,0,1,0
-3,17,15,106,457,17,15,0,0,0
-6,14,7,85,425,14,7,0,1,0
-1,12,5,121,620,12,5,0,1,0
-2,12,11,109,526,12,11,0,1,0
-5,13,9,130,813,13,9,0,1,0
-4,16,3,238,1947,16,3,0,1,0
-8,12,5,83,442,12,5,0,1,0
-16,16,15,78,300,16,15,0,0,0
-4,15,10,82,321,15,10,0,1,0
-3,13,5,94,534,13,5,0,1,0
0,20,7,86,304,20,7,0,0,0
-5,11,21,92,406,11,21,0,1,0
0,19,11,177,1199,19,11,0,0,0
-5,16,11,111,594,16,11,0,0,0
-7,14,4,55,134,14,4,0,1,0
2,17,10,217,1587,17,10,0,1,0
11,17,9,271,2139,17,9,0,1,0
14,12,7,267,2172,12,7,0,1,0
-1,9,4,77,484,9,4,0,0,0
-4,14,8,106,606,14,8,0,1,0
1,19,7,130,689,19,7,0,1,0
-6,33,4,75,214,33,4,0,1,0
-3,12,14,113,581,12,14,0,1,0
0,8,14,107,554,8,14,0,1,0
15,14,8,129,746,14,8,0,1,0
-5,13,7,108,554,13,7,0,1,0
2,9,7,119,761,9,7,0,1,0
14,11,4,86,528,11,4,0,0,0
-6,11,9,64,270,11,9,0,1,0
-6,11,6,93,534,11,6,0,1,0
0,12,8,73,321,12,8,0,1,0
-8,23,10,281,2182,23,10,0,1,0
-6,16,7,86,425,16,7,0,1,0
9,21,7,94,406,21,7,0,1,0
-2,21,7,203,1590,21,7,0,1,0
-14,21,18,116,563,21,18,0,0,0
-3,11,10,64,270,11,10,0,1,0
-2,15,5,120,794,15,5,0,1,0
-6,18,9,287,2182,18,9,0,0,0
-1,13,5,62,270,13,5,0,1,0
-5,32,8,148,746,32,8,0,0,0
25,14,17,76,271,14,17,0,1,0
-3,12,5,81,447,12,5,0,1,0
-3,10,10,87,442,10,10,0,1,1
-3,11,9,71,271,11,9,0,1,0
-2,14,7,156,1199,14,7,0,1,1
22,11,6,50,143,11,6,0,0,0
-5,25,5,75,226,25,5,0,1,0
17,13,14,135,762,13,14,0,0,0
-10,19,7,121,743,19,7,0,1,0
7,17,4,50,134,17,4,0,1,0
2,10,9,85,404,10,9,0,0,0
-3,14,9,78,300,14,9,0,1,0
7,23,15,254,1947,23,15,0,1,0
9,14,6,231,1947,14,6,0,0,1
2,19,5,154,1199,19,5,0,1,0
-3,11,6,99,545,11,6,0,1,0
-7,17,24,83,226,17,24,0,1,0
-6,12,12,118,606,12,12,0,1,0
-2,15,6,80,356,15,6,0,1,0
-6,22,12,108,526,22,12,0,0,0
-5,12,6,84,432,12,6,0,1,0
16,19,12,91,357,19,12,0,0,0
-15,13,11,127,874,13,11,0,1,0
-7,16,8,75,332,16,8,0,1,0
0,17,10,268,2139,17,10,0,1,1
-8,17,11,115,565,17,11,0,0,0
-5,16,7,137,907,16,7,0,0,0
-10,18,6,136,780,18,6,0,0,0
-6,16,13,84,300,16,13,0,0,0
14,9,6,76,484,9,6,0,0,0
-4,12,9,86,442,12,9,0,1,0
1,17,13,172,946,17,13,0,0,0
-5,14,5,77,404,14,5,0,1,0
-6,9,5,79,432,9,5,0,0,0
-4,24,6,90,363,24,6,0,1,0
-8,16,10,110,545,16,10,0,1,0
-4,11,11,258,1892,11,11,0,1,0
-5,19,20,101,406,19,20,0,1,1
-3,10,12,112,731,10,12,0,1,0
-5,19,10,147,762,19,10,0,0,0
-7,11,5,129,780,11,5,0,1,1
4,16,7,66,226,16,7,0,0,0
-7,13,8,89,442,13,8,0,1,0
0,34,6,126,606,34,6,0,1,0
-2,11,4,147,946,11,4,0,1,0
-6,10,6,111,692,10,6,0,1,0
-4,9,6,82,425,9,6,0,1,0
-5,12,5,101,581,12,5,0,0,0
-3,12,8,105,554,12,8,0,1,0
-2,18,11,108,457,18,11,0,0,1
-8,18,11,255,1947,18,11,0,1,0
-2,16,5,140,907,16,5,0,1,0
7,18,9,78,214,18,9,0,0,1
-7,22,5,62,164,22,5,0,1,1
-4,12,7,247,1947,12,7,0,1,0
3,8,6,62,271,8,6,0,1,0
12,17,6,228,1747,17,6,0,0,0
-3,16,12,71,270,16,12,0,1,0
-5,14,14,61,147,14,14,0,0,0
-4,11,5,110,692,11,5,0,1,0
-9,11,14,115,577,11,14,0,0,0
-13,7,5,101,646,7,5,0,1,0
-3,34,6,123,594,34,6,0,0,0
-4,12,8,206,1590,12,8,0,1,0
-3,17,7,109,606,17,7,0,1,0
-6,10,6,146,714,10,6,0,1,0
2,11,5,102,547,11,5,0,0,0
-4,11,9,172,1027,11,9,0,1,0
-18,7,7,141,707,7,7,0,1,0
-2,10,12,80,425,10,12,0,1,0
-10,7,9,60,241,7,9,0,0,0
-3,8,5,101,696,8,5,0,0,0
1,11,8,104,591,11,8,0,0,0
-10,13,5,98,563,13,5,0,0,0
-10,28,8,151,762,28,8,0,0,0
-8,9,6,132,874,9,6,0,1,0
-7,15,8,226,1547,15,8,0,1,0
-7,16,18,78,271,16,18,0,1,0
-4,13,8,66,270,13,8,0,1,0
0,10,6,99,591,10,6,0,0,0
3,22,6,154,946,22,6,0,0,0
-8,20,24,83,214,20,24,0,1,1
-5,36,13,111,404,36,13,0,1,0
-5,28,13,89,332,28,13,0,1,0
-4,14,6,112,782,14,6,0,1,0
-6,9,8,93,551,9,8,0,0,1
7,12,8,123,554,12,8,0,0,0
-2,12,7,201,1747,12,7,0,0,0
9,10,8,97,581,10,8,0,0,0
1,9,7,73,356,9,7,0,0,0
-10,21,8,527,4502,21,8,0,1,0
-3,13,7,89,447,13,7,0,1,0
-2,19,4,63,226,19,4,0,1,0
5,16,6,72,270,16,6,0,1,0
-1,16,4,71,332,16,4,0,1,0
-3,17,13,184,1282,17,13,0,1,0
-5,7,7,82,447,7,7,0,0,0
20,18,5,263,2182,18,5,0,1,0
0,17,7,111,591,17,7,0,1,0
-4,9,3,100,666,9,3,0,1,0
-2,12,11,227,1747,12,11,0,1,0
6,15,7,73,270,15,7,0,1,0
-4,19,6,138,746,19,6,0,0,0
11,20,9,246,1892,20,9,0,1,0
-6,11,12,150,946,11,12,0,0,0
-1,13,7,86,453,13,7,0,1,0
-8,11,13,128,874,11,13,0,1,0
6,19,11,138,760,19,11,0,1,0
-14,11,7,82,453,11,7,0,1,0
-9,10,9,100,581,10,9,0,0,0
-5,16,4,165,946,16,4,0,1,0
-7,17,8,86,373,17,8,0,1,0
-5,17,5,101,534,17,5,0,1,0
-7,14,4,123,731,14,4,0,0,0
-4,20,8,161,762,20,8,0,0,1
-4,14,7,61,214,14,7,0,1,1
-2,15,12,143,762,15,12,0,1,1
-4,13,6,75,306,13,6,0,1,0
-5,19,13,116,581,19,13,0,1,0
-5,15,8,92,447,15,8,0,1,0
-6,24,10,85,208,24,10,0,0,0
-2,10,3,88,545,10,3,0,0,0
2,9,9,214,1747,9,9,0,0,0
-3,12,8,88,447,12,8,0,1,0
1,14,13,119,594,14,13,0,1,0
-6,28,10,111,399,28,10,0,0,0
0,16,7,68,226,16,7,0,1,0
-14,36,6,84,227,36,6,0,0,0
1,26,7,109,547,26,7,0,0,0
-1,11,6,121,813,11,6,0,0,0
19,23,10,147,907,23,10,0,1,0
-5,12,8,103,508,12,8,0,0,0
-1,14,5,143,760,14,5,0,1,0
-8,10,11,50,106,10,11,0,0,0
-3,12,8,64,259,12,8,0,1,0
-2,14,8,119,577,14,8,0,1,0
0,15,13,105,503,15,13,0,1,0
-2,15,5,98,581,15,5,0,1,0
-3,10,6,244,1947,10,6,0,1,0
-1,18,5,108,606,18,5,0,1,0
2,13,5,139,859,13,5,0,1,0
-8,14,7,167,1199,14,7,0,1,0
-6,37,7,139,577,37,7,0,1,0
-5,16,11,82,366,16,11,0,1,0
-2,32,14,292,2139,32,14,0,1,0
-5,10,5,56,192,10,5,0,1,0
-2,25,10,116,547,25,10,0,1,0
-3,15,6,88,447,15,6,0,1,0
-6,10,5,92,515,10,5,0,0,0
-9,22,9,79,223,22,9,0,1,0
-5,9,9,99,526,9,9,0,1,1
-14,16,12,90,425,16,12,0,0,0
-2,10,6,61,270,10,6,0,1,0
-6,15,10,99,526,15,10,0,1,0
-6,18,8,113,669,18,8,0,0,0
-4,17,6,473,4502,17,6,0,1,1
-4,11,10,58,214,11,10,0,1,0
-5,11,9,122,731,11,9,0,1,0
-3,13,5,99,577,13,5,0,1,0
-12,16,13,105,503,16,13,0,0,0
-2,16,7,110,563,16,7,0,0,0
3,33,11,85,238,33,11,0,0,0
-1,9,4,250,2092,9,4,0,1,0
-5,14,9,104,534,14,9,0,1,0
-9,28,7,68,152,28,7,0,0,0
-2,16,9,170,946,16,9,0,1,0
3,11,9,114,696,11,9,0,0,0
-3,12,3,87,516,12,3,0,1,0
-6,24,8,132,666,24,8,0,1,0
-6,7,6,105,689,7,6,0,1,0
2,15,8,117,666,15,8,0,1,0
0,11,6,224,1747,11,6,0,0,0
7,12,6,198,1590,12,6,0,1,0
-13,37,12,85,170,37,12,0,0,0
27,11,4,94,581,11,4,0,1,0
-8,22,7,118,594,22,7,0,1,0
-7,9,8,59,227,9,8,0,0,0
-8,10,3,102,640,10,3,0,1,0
-4,46,8,145,640,46,8,0,1,0
13,15,7,108,581,15,7,0,1,0
4,16,6,105,581,16,6,0,0,0
-4,13,7,70,341,13,7,0,1,0
13,12,6,74,300,12,6,0,0,0
-8,11,6,62,306,11,6,0,1,0
-5,16,10,60,151,16,10,0,1,0
-1,20,5,107,545,20,5,0,0,0
-4,11,5,91,526,11,5,0,1,1
-7,10,5,43,134,10,5,0,1,1
-1,18,11,126,646,18,11,0,0,0
-8,10,9,109,692,10,9,0,1,0
-1,10,16,111,692,10,16,0,1,0
-4,12,10,124,731,12,10,0,0,0
3,16,7,113,577,16,7,0,0,0
0,10,4,79,304,10,4,0,1,1
-7,10,6,84,484,10,6,0,0,1
-1,21,9,100,448,21,9,0,0,0
-7,13,8,105,577,13,8,0,1,0
-3,12,15,101,406,12,15,0,1,0
-4,15,12,111,594,15,12,0,1,0
8,11,5,103,554,11,5,0,1,1
-6,14,12,68,192,14,12,0,1,0
-3,9,9,96,526,9,9,0,1,1
27,10,7,134,859,10,7,0,1,0
-9,17,17,110,554,17,17,0,0,0
-1,14,5,222,1747,14,5,0,1,0
-11,26,8,212,1640,26,8,0,1,0
-3,19,14,121,731,19,14,0,0,0
-4,9,4,115,694,9,4,0,0,0
-5,19,12,95,404,19,12,0,1,0
-8,10,7,64,302,10,7,0,0,0
-3,22,13,120,594,22,13,0,1,0
-4,10,7,87,404,10,7,0,0,0
-3,20,5,88,404,20,5,0,1,0
1,17,5,76,356,17,5,0,1,0
-7,16,8,225,1590,16,8,0,1,0
0,22,12,124,689,22,12,0,1,0
-5,13,5,100,565,13,5,0,0,0
23,13,12,93,457,13,12,0,0,0
-7,14,5,87,481,14,5,0,1,0
10,13,7,116,746,13,7,0,1,0
-4,9,12,114,692,9,12,0,1,0
-8,24,6,95,356,24,6,0,1,0
-5,32,11,129,566,32,11,0,0,0
-1,13,10,246,1892,13,10,0,1,0
-4,15,8,153,946,15,8,0,0,0
-1,10,5,133,760,10,5,0,1,0
-4,12,5,99,534,12,5,0,0,0
-4,11,14,79,306,11,14,0,1,0
-4,8,6,120,831,8,6,0,0,0
-5,14,10,86,406,14,10,0,1,0
-6,12,7,113,731,12,7,0,0,1
-9,25,15,92,317,25,15,0,1,0
0,11,18,129,743,11,18,0,1,0
-5,32,5,78,145,32,5,0,0,0
-2,25,11,92,356,25,11,0,1,0
-3,12,11,134,813,12,11,0,1,0
0,11,6,123,666,11,6,0,1,1
-5,13,10,144,907,13,10,0,1,0
-2,15,13,93,404,15,13,0,1,0
0,18,6,104,581,18,6,0,0,0
-3,22,8,138,731,22,8,0,1,0
-4,13,9,108,581,13,9,0,1,0
-3,7,9,109,721,7,9,0,0,0
-1,15,7,114,577,15,7,0,0,1
-10,27,10,143,746,27,10,0,0,0
-5,15,7,85,432,15,7,0,1,0
-10,20,11,99,457,20,11,0,0,0
-8,12,8,77,304,12,8,0,0,0
1,9,13,127,782,9,13,0,1,0
0,11,8,83,448,11,8,0,0,0
0,15,6,78,356,15,6,0,1,0
-6,11,7,126,794,11,7,0,1,0
-5,18,7,76,332,18,7,0,1,0
-1,11,8,102,516,11,8,0,1,0
-6,15,11,59,151,15,11,0,1,0
5,12,10,136,907,12,10,0,0,0
-6,15,13,115,547,15,13,0,0,0
-6,29,7,78,226,29,7,0,0,0
-4,8,14,85,432,8,14,0,1,0
2,13,9,54,134,13,9,0,1,0
-6,15,11,139,707,15,11,0,1,0
-1,16,11,53,106,16,11,0,0,0
-7,12,7,62,208,12,7,0,0,0
-5,21,9,289,2139,21,9,0,1,0
-2,13,13,90,406,13,13,0,1,0
-5,21,4,111,508,21,4,0,0,0
4,13,11,116,689,13,11,0,0,0
-3,21,5,244,1947,21,5,0,0,0
-7,14,6,76,366,14,6,0,1,0
-2,16,9,116,594,16,9,0,1,0
-3,18,7,69,214,18,7,0,1,0
-1,11,5,70,356,11,5,0,0,0
-4,11,5,120,821,11,5,0,1,0
6,12,8,150,946,12,8,0,0,0
-8,23,7,93,304,23,7,0,0,0
-5,14,11,77,300,14,11,0,0,0
-12,25,11,76,214,25,11,0,1,0
-7,9,5,119,821,9,5,0,1,0
-3,16,5,266,2182,16,5,0,1,0
-1,10,9,82,399,10,9,0,0,0
-8,16,10,81,352,16,10,0,1,0
-3,11,8,98,457,11,8,0,0,1
2,17,10,96,432,17,10,0,1,0
22,10,5,89,526,10,5,0,0,0
-7,30,8,287,2182,30,8,0,0,0
2,14,6,123,746,14,6,0,1,0
-6,10,10,108,591,10,10,0,0,0
